time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_dop,OGM_pop,PHS_frp_ads,OGM_pon
2013-07-06,0.037226987,17.57447917,0,280.7301171,0.64440133,0.489919355,0.111875786,36.51649041,109.5494712,14.60659616,1.305334539,0.198135292,1.671341844,0.111875786,10.61369016
2013-07-07,0.030161314,17.60270833,0,280.5658215,0.637472284,0.491935484,0.1105596,36.49817723,109.4945317,14.59927089,1.304475588,0.190022603,1.599643823,0.1105596,10.61087252
2013-07-08,0.026311012,17.48572917,0,281.2477699,0.630543237,0.493951613,0.109243414,36.47986404,109.4395921,14.59194562,1.303616637,0.181909913,1.527945801,0.109243414,10.60805488
2013-07-09,0.022241457,18.00572917,0,278.2388228,0.623614191,0.495967742,0.107927229,36.46155086,109.3846526,14.58462034,1.302757685,0.173797223,1.456247779,0.107927229,10.60523724
2013-07-10,0.067823325,18.09,0,277.7566082,0.616685144,0.497983871,0.106611043,36.44323767,109.329713,14.57729507,1.301898734,0.165684533,1.384549758,0.106611043,10.60241959
2013-07-11,0.07475585,17.1228125,0,283.3824266,0.609756098,0.5,0.105294857,36.42492449,109.2747735,14.5699698,1.301039783,0.157571844,1.312851736,0.105294857,10.59960195
2013-07-12,0.059038492,16.7646875,0,285.517464,0.688945201,0.725806452,0.106799069,36.4066113,109.2198339,14.56264452,1.300180832,0.146432031,1.21108921,0.106799069,10.28687583
2013-07-13,0.043684873,16.71625,0,285.8084432,0.768134305,0.951612903,0.108303282,36.38829812,109.1648944,14.55531925,1.299321881,0.135292218,1.109326683,0.108303282,9.974149718
2013-07-14,0.042282098,17.545,0,280.9018715,0.847323408,1.177419355,0.109807494,36.36998493,109.1099548,14.54799397,1.298462929,0.124152406,1.007564156,0.109807494,9.661423602
2013-07-15,0.034753825,17.681875,0,280.105982,0.926512512,1.403225806,0.111311706,36.35167175,109.0550152,14.5406687,1.297603978,0.113012593,0.905801629,0.111311706,9.348697486
2013-07-16,0.029400935,18.12552083,0,277.553798,1.005701615,1.629032258,0.112815918,36.33335856,109.0000757,14.53334343,1.296745027,0.120923474,0.975495351,0.112815918,9.035971371
2013-07-17,0.026407974,18.5190625,0,275.3244081,1.084890719,1.85483871,0.114320131,36.31504538,108.9451361,14.52601815,1.295886076,0.128834356,1.045189072,0.114320131,8.723245255
2013-07-18,0.025035139,18.58635417,0,274.9464048,1.164079823,2.080645161,0.115824343,36.2967322,108.8901966,14.51869288,1.295027125,0.136745237,1.114882793,0.115824343,8.410519139
2013-07-19,0.023444276,18.778125,0,273.8742205,1.10072854,1.917050691,0.117328555,36.27841901,108.835257,14.5113676,1.294168174,0.144656119,1.184576514,0.117328555,8.629734331
2013-07-20,0.022160379,18.7440625,0,274.0641172,1.037377257,1.753456221,0.118832767,36.26010583,108.7803175,14.50404233,1.293309222,0.152728447,1.255723255,0.118832767,8.848949524
2013-07-21,0.022023985,18.58083333,0,274.9773826,0.974025974,1.589861751,0.12033698,36.24179264,108.7253779,14.49671706,1.292450271,0.160800775,1.326869995,0.12033698,9.068164716
2013-07-22,0.020941737,18.580625,0,274.9785517,0.910674691,1.426267281,0.121841192,36.22347946,108.6704384,14.48939178,1.29159132,0.168873103,1.398016735,0.121841192,9.287379908
2013-07-23,0.019868049,18.66729167,0,274.4929736,0.847323408,1.262672811,0.123345404,36.20516627,108.6154988,14.48206651,1.290732369,0.176945431,1.469163475,0.123345404,9.506595101
2013-07-24,0.018473919,18.62177083,0,274.7478277,0.783972125,1.099078341,0.124849616,36.18685309,108.5605593,14.47474123,1.289873418,0.185017759,1.540310216,0.124849616,9.725810293
2013-07-25,0.017093683,17.88197917,0,278.9496621,0.720620843,0.935483871,0.126353829,36.1685399,108.5056197,14.46741596,1.289014467,0.193090087,1.611456956,0.126353829,9.945025485
2013-07-26,0.016250359,17.61166667,0,280.5137194,0.540465632,0.967741935,0.1289862,36.15022672,108.4506802,14.46009069,1.288155515,0.187278011,1.556515899,0.1289862,10.08519207
2013-07-27,0.017794979,17.53739583,0,280.9462061,0.360310421,1,0.131618571,36.13191353,108.3957406,14.45276541,1.287296564,0.181465935,1.501574841,0.131618571,10.22535866
2013-07-28,0.017035739,17.62708333,0,280.4240957,0.180155211,1.032258065,0.134250943,36.11360035,108.340801,14.44544014,1.286437613,0.175653859,1.446633784,0.134250943,10.36552524
2013-07-29,0.015244289,17.28635417,0,282.41691,0,1.064516129,0.136883314,36.09528716,108.2858615,14.43811487,1.285578662,0.169841782,1.391692727,0.136883314,10.50569183
2013-07-30,0.014119449,16.71708333,0,285.8034326,0.129342203,1.010752688,0.136883314,36.07697398,108.2309219,14.43078959,1.284719711,0.19857927,1.650330118,0.136883314,10.42238251
2013-07-31,0.013888516,16.89291667,0,284.7497028,0.258684405,0.956989247,0.136883314,36.05866079,108.1759824,14.42346432,1.283860759,0.227316758,1.908967509,0.136883314,10.33907318
2013-08-01,0.014862674,17.30354167,0,282.3157801,0.388026608,0.903225806,0.136883314,36.04034761,108.1210428,14.41613904,1.283001808,0.256054246,2.1676049,0.136883314,10.25576386
2013-08-02,0.013494804,17.48364583,0,281.2599419,0.526607539,0.959677419,0.139515686,36.02203442,108.0661033,14.40881377,1.282142857,0.221423959,1.853299942,0.139515686,10.05300076
2013-08-03,0.012779856,17.403125,0,281.7311112,0.66518847,1.016129032,0.142148057,36.00372124,108.0111637,14.4014885,1.281283906,0.186793671,1.538994984,0.142148057,9.850237651
2013-08-04,0.012439228,17.68322917,0,280.098128,0.803769401,1.072580645,0.144780429,35.98540805,107.9562242,14.39416322,1.280424955,0.152163384,1.224690027,0.144780429,9.647474547
2013-08-05,0.011212063,16.97802083,0,284.2421842,0.942350333,1.129032258,0.1474128,35.96709487,107.9012846,14.38683795,1.279566004,0.117533097,0.910385069,0.1474128,9.444711442
2013-08-06,0.012202468,17.614375,0,280.4979709,0.757575758,1.107526882,0.154432457,35.94878168,107.8463451,14.37951267,1.278707052,0.14476375,1.148441292,0.154432457,9.643260833
2013-08-07,0.012268453,17.79927083,0,279.4265634,0.572801183,1.086021505,0.161452114,35.9304685,107.7914055,14.3721874,1.277848101,0.171994403,1.386497514,0.161452114,9.841810223
2013-08-08,0.021506593,18.2040625,0,277.1062936,0.388026608,1.064516129,0.168471772,35.91215532,107.7364659,14.36486213,1.27698915,0.199225057,1.624553737,0.168471772,10.04035961
2013-08-09,0.016829839,18.6921875,0,274.3537695,0.480413895,1.096774194,0.168471772,35.89384213,107.6815264,14.35753685,1.276130199,0.178963513,1.442199846,0.168471772,9.907983702
2013-08-10,0.013339762,19.02541667,0,272.5025935,0.572801183,1.129032258,0.168471772,35.87552895,107.6265868,14.35021158,1.275271248,0.15870197,1.259845955,0.168471772,9.775607789
2013-08-11,0.014757731,18.99645833,0,272.6625795,0.66518847,1.161290323,0.168471772,35.85721576,107.5716473,14.3428863,1.274412297,0.138440426,1.077492064,0.168471772,9.643231876
2013-08-12,0.013944547,19.02708333,0,272.4933908,0.757575758,1.193548387,0.168471772,35.83890258,107.5167077,14.33556103,1.273553345,0.118178883,0.895138174,0.168471772,9.510855964
2013-08-13,0.013164878,18.6296875,0,274.7034749,0.849963045,1.225806452,0.168471772,35.82058939,107.4617682,14.32823576,1.272694394,0.134969325,1.046252155,0.168471772,9.378480051
2013-08-14,0.011556617,17.44625,0,281.4785891,0.942350333,1.258064516,0.168471772,35.80227621,107.4068286,14.32091048,1.271835443,0.151759768,1.197366136,0.168471772,9.246104139
2013-08-15,0.010194497,15.83833333,0,291.1757276,0.44345898,1,0.157942286,35.78396302,107.3518891,14.31358521,1.270976492,0.16855021,1.359009603,0.157942286,9.995329447
2013-08-16,0.010085404,15.5865625,0,292.7483239,0.59127864,1,0.156187371,35.76564984,107.2969495,14.30625993,1.270117541,0.164621677,1.325407721,0.156187371,9.839779226
2013-08-17,0.010432882,15.54875,0,292.9858175,0.7390983,1,0.154432457,35.74733665,107.24201,14.29893466,1.26925859,0.160693144,1.291805838,0.154432457,9.684229006
2013-08-18,0.019876397,16.06864583,0,289.750336,0.88691796,1,0.152677543,35.72902347,107.1870704,14.29160939,1.268399638,0.156764611,1.258203955,0.152677543,9.528678785
2013-08-19,0.014150812,16.48552083,0,287.2018138,1.03473762,1,0.150922629,35.71071028,107.1321308,14.28428411,1.267540687,0.152836078,1.224602073,0.150922629,9.373128564
2013-08-20,0.012188007,17.34458333,0,282.0745557,1.18255728,1,0.149167714,35.6923971,107.0771913,14.27695884,1.266681736,0.148907545,1.19100019,0.149167714,9.217578344
2013-08-21,0.011217866,17.80791667,0,279.3766428,1.33037694,1,0.1474128,35.67408391,107.0222517,14.26963357,1.265822785,0.144979012,1.157398307,0.1474128,9.062028123
2013-08-22,0.011174918,18.051875,0,277.974582,1.278904023,1.020737327,0.150421225,35.65577073,106.9673122,14.26230829,1.264963834,0.144471608,1.149823252,0.150421225,9.085033153
2013-08-23,0.010177985,18.065,0,277.8995074,1.227431105,1.041474654,0.153429649,35.63745754,106.9123726,14.25498302,1.264104882,0.143964205,1.142248196,0.153429649,9.108038182
2013-08-24,0.009678224,17.05822917,0,283.7653403,1.175958188,1.062211982,0.156438074,35.61914436,106.8574331,14.24765774,1.263245931,0.143456802,1.13467314,0.156438074,9.131043212
2013-08-25,0.008804601,16.7040625,0,285.8817408,1.124485271,1.082949309,0.159446498,35.60083117,106.8024935,14.24033247,1.26238698,0.142949398,1.127098084,0.159446498,9.154048241
2013-08-26,0.008551675,16.85375,0,284.983818,1.073012354,1.103686636,0.162454923,35.58251799,106.747554,14.2330072,1.261528029,0.142441995,1.119523028,0.162454923,9.177053271
2013-08-27,0.008991083,17.90177083,0,278.8357578,1.021539436,1.124423963,0.165463347,35.5642048,106.6926144,14.22568192,1.260669078,0.141934591,1.111947973,0.165463347,9.200058301
2013-08-28,0.009494472,18.31458333,0,276.4787615,0.970066519,1.14516129,0.168471772,35.54589162,106.6376749,14.21835665,1.259810127,0.141427188,1.104372917,0.168471772,9.22306333
2013-08-29,0.00906074,19.04479167,0,272.3956461,0.918593602,1.165898618,0.171480196,35.52757844,106.5827353,14.21103137,1.258951175,0.140919784,1.096797861,0.171480196,9.24606836
2013-08-30,0.008169272,18.82375,0,273.6202312,0.867120684,1.186635945,0.17448862,35.50926525,106.5277958,14.2037061,1.258092224,0.140412381,1.089222805,0.17448862,9.269073389
2013-08-31,0.008928905,18.7621875,0,273.963042,0.815647767,1.207373272,0.177497045,35.49095207,106.4728562,14.19638083,1.257233273,0.139904977,1.08164775,0.177497045,9.292078419
2013-09-01,0.008674448,18.71635417,0,274.2187631,0.76417485,1.228110599,0.180505469,35.47263888,106.4179166,14.18905555,1.256374322,0.139397574,1.074072694,0.180505469,9.315083448
2013-09-02,0.008212939,18.98645833,0,272.7178654,0.712701932,1.248847926,0.183513894,35.4543257,106.3629771,14.18173028,1.255515371,0.13889017,1.066497638,0.183513894,9.338088478
2013-09-03,0.007796262,19.05041667,0,272.3646108,0.661229015,1.269585253,0.186522318,35.43601251,106.3080375,14.174405,1.25465642,0.138382767,1.058922582,0.186522318,9.361093507
2013-09-04,0.006900643,17.62958763,0,280.4095419,0.609756098,1.290322581,0.189530743,35.41769933,106.253098,14.16707973,1.253797468,0.137875363,1.051347526,0.189530743,9.384098537
2013-09-05,0.006889393,17.57677083,0,280.716773,0.578080456,1.165898618,0.183513894,35.39938614,106.1981584,14.15975446,1.252938517,0.149868536,1.165302933,0.183513894,9.532467581
2013-09-06,0.006223124,17.1275,0,283.3546704,0.546404815,1.041474654,0.177497045,35.38107296,106.1432189,14.15242918,1.252079566,0.161861709,1.27925834,0.177497045,9.680836625
2013-09-07,0.006237772,16.55177083,0,286.8004897,0.514729173,0.917050691,0.171480196,35.36275977,106.0882793,14.14510391,1.251220615,0.173854883,1.393213747,0.171480196,9.829205669
2013-09-08,0.006590573,17.47052083,0,281.336647,0.483053532,0.792626728,0.165463347,35.34444659,106.0333398,14.13777864,1.250361664,0.185848056,1.507169154,0.165463347,9.977574713
2013-09-09,0.006252365,17.93875,0,278.6231592,0.45137789,0.668202765,0.159446498,35.3261334,105.9784002,14.13045336,1.249502712,0.197841229,1.621124562,0.159446498,10.12594376
2013-09-10,0.012619475,18.59916667,0,274.8745371,0.419702249,0.543778802,0.153429649,35.30782022,105.9234607,14.12312809,1.248643761,0.209834402,1.735079969,0.153429649,10.2743128
2013-09-11,0.023839777,20.09375,0,266.7152314,0.388026608,0.419354839,0.1474128,35.28950703,105.8685211,14.11580281,1.24778481,0.221827575,1.849035376,0.1474128,10.42268184
2013-09-12,0.022144619,20.46708333,0,264.7441715,0.388026608,0.400921659,0.141395951,35.27119385,105.8135815,14.10847754,1.246925859,0.208957978,1.739225849,0.141395951,10.43338446
2013-09-13,0.021110723,19.1359375,0,271.8935362,0.388026608,0.382488479,0.135379102,35.25288066,105.758642,14.10115227,1.246066908,0.19608838,1.629416322,0.135379102,10.44408708
2013-09-14,0.020650568,16.90364583,0,284.6856302,0.388026608,0.3640553,0.129362253,35.23456748,105.7037024,14.09382699,1.245207957,0.183218783,1.519606795,0.129362253,10.4547897
2013-09-15,0.020323499,16.9534375,0,284.3886207,0.388026608,0.34562212,0.123345404,35.21625429,105.6487629,14.08650172,1.244349005,0.170349186,1.409797268,0.123345404,10.46549232
2013-09-16,0.020809289,17.9103125,0,278.7866248,0.388026608,0.32718894,0.117328555,35.19794111,105.5938233,14.07917644,1.243490054,0.157479589,1.299987742,0.117328555,10.47619494
2013-09-17,0.02018743,16.5175,0,287.0079676,0.388026608,0.30875576,0.111311706,35.17962792,105.5388838,14.07185117,1.242631103,0.144609991,1.190178215,0.111311706,10.48689756
2013-09-18,0.019762738,15.810625,0,291.3480577,0.388026608,0.290322581,0.105294857,35.16131474,105.4839442,14.0645259,1.241772152,0.131740394,1.080368688,0.105294857,10.49760018
2013-09-19,0.019695157,17.0146875,0,284.0240208,0.415742794,0.298387097,0.105294857,35.14300156,105.4290047,14.05720062,1.240913201,0.134461922,1.104862438,0.105294857,10.45408892
2013-09-20,0.02150843,17.6203125,0,280.4634511,0.44345898,0.306451613,0.105294857,35.12468837,105.3740651,14.04987535,1.24005425,0.137183449,1.129356188,0.105294857,10.41057765
2013-09-21,0.024577238,17.57791667,0,280.7101014,0.471175166,0.314516129,0.105294857,35.10637519,105.3191256,14.04255007,1.239195298,0.139904977,1.153849937,0.105294857,10.36706639
2013-09-22,0.022740408,16.66447917,0,286.1200335,0.498891353,0.322580645,0.105294857,35.088062,105.264186,14.0352248,1.238336347,0.142626505,1.178343687,0.105294857,10.32355513
2013-09-23,0.020707355,15.939375,0,290.5488464,0.526607539,0.330645161,0.105294857,35.06974882,105.2092464,14.02789953,1.237477396,0.145348033,1.202837437,0.105294857,10.28004386
2013-09-24,0.019980469,16.17802083,0,289.0777812,0.554323725,0.338709677,0.105294857,35.05143563,105.1543069,14.02057425,1.236618445,0.14806956,1.227331186,0.105294857,10.2365326
2013-09-25,0.019944661,16.46395833,0,287.3326501,0.582039911,0.346774194,0.105294857,35.03312245,105.0993673,14.01324898,1.235759494,0.150791088,1.251824936,0.105294857,10.19302134
2013-09-26,0.020136099,16.800625,0,285.3019183,0.609756098,0.35483871,0.105294857,35.01480926,105.0444278,14.0059237,1.234900542,0.15055361,1.24968763,0.105294857,10.14951008
2013-09-27,0.019870136,16.13,0,289.3727208,0.637472284,0.362903226,0.105294857,34.99649608,104.9894882,13.99859843,1.234041591,0.150316131,1.247550323,0.105294857,10.10599881
2013-09-28,0.018994174,16.00291667,0,290.1558564,0.66518847,0.370967742,0.105294857,34.97818289,104.9345487,13.99127316,1.23318264,0.150078653,1.245413016,0.105294857,10.06248755
2013-09-29,0.019326967,15.34354167,0,294.2807208,0.710542229,0.365102639,0.105294857,34.95986971,104.8796091,13.98394788,1.232323689,0.149841174,1.24327571,0.105294857,10.01526833
2013-09-30,0.018472237,15.7184375,0,291.9227262,0.755895989,0.359237537,0.105294857,34.94155652,104.8246696,13.97662261,1.231464738,0.149603696,1.241138403,0.105294857,9.968049115
2013-10-01,0.018520284,16.50375,0,287.0912865,0.801249748,0.353372434,0.105294857,34.92324334,104.76973,13.96929734,1.230605787,0.149366217,1.239001097,0.105294857,9.920829898
2013-10-02,0.018450837,16.8859375,0,284.791395,0.846603507,0.347507331,0.105294857,34.90493015,104.7147905,13.96197206,1.229746835,0.149128739,1.23686379,0.105294857,9.87361068
2013-10-03,0.017952761,17.45333333,0,281.4371507,0.891957267,0.341642229,0.105294857,34.88661697,104.6598509,13.95464679,1.228887884,0.14889126,1.234726484,0.105294857,9.826391463
2013-10-04,0.017905933,17.97010417,0,278.4431263,0.937311026,0.335777126,0.105294857,34.86830378,104.6049114,13.94732151,1.228028933,0.148653782,1.232589177,0.105294857,9.779172246
2013-10-05,0.017968999,18.47489583,0,275.5730142,0.982664785,0.329912023,0.105294857,34.8499906,104.5499718,13.93999624,1.227169982,0.148416303,1.23045187,0.105294857,9.731953028
2013-10-06,0.017082197,18.5284375,0,275.2716895,1.028018545,0.324046921,0.105294857,34.83167741,104.4950322,13.93267097,1.226311031,0.148178825,1.228314564,0.105294857,9.684733811
2013-10-07,0.029324781,17.54427083,0,280.9061222,1.073372304,0.318181818,0.105294857,34.81336423,104.4400927,13.92534569,1.22545208,0.147941346,1.226177257,0.105294857,9.637514594
2013-10-08,0.019760667,15.19729167,0,295.2098409,1.118726063,0.312316716,0.105294857,34.79505104,104.3851531,13.91802042,1.224593128,0.147703868,1.224039951,0.105294857,9.590295377
2013-10-09,0.018354081,14.64604167,0,298.7594696,1.164079823,0.306451613,0.105294857,34.77673786,104.3302136,13.91069514,1.223734177,0.147466389,1.221902644,0.105294857,9.543076159
2013-10-10,0.020892811,14.56625,0,299.2795834,1.061133988,0.271889401,0.103790645,34.75842468,104.275274,13.90336987,1.222875226,0.147228911,1.22126955,0.103790645,9.672853645
