time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_dop,OGM_pop,PHS_frp_ads,OGM_pon
2013-05-15,0.016015902,15.66451613,0,292.2597951,0.44345898,0.64516129,0.105294857,37.46877602,112.4063281,14.98751041,1.35,0.088472716,0.690959583,0.105294857,11.06137973
2013-05-16,0.014969754,15.3409375,0,294.2972193,0.433145981,0.664291073,0.106519216,37.45046284,112.3513885,14.98018513,1.349141049,0.161123668,1.343593797,0.106519216,11.04483239
2013-05-17,0.014128799,15.28833333,0,294.6308425,0.422832981,0.683420855,0.107743575,37.43214965,112.296449,14.97285986,1.348282098,0.153005212,1.269303337,0.107743575,11.02828504
2013-05-18,0.017009445,14.9034375,0,297.0926066,0.412519981,0.702550638,0.108967934,37.41383647,112.2415094,14.96553459,1.347423146,0.144886757,1.195012877,0.108967934,11.0117377
2013-05-19,0.024125821,14.63520833,0,298.8299909,0.402206982,0.72168042,0.110192292,37.39552328,112.1865698,14.95820931,1.346564195,0.136768301,1.120722418,0.110192292,10.99519036
2013-05-20,0.038485754,14.39885417,0,300.376002,0.391893982,0.740810203,0.111416651,37.3772101,112.1316303,14.95088404,1.345705244,0.128649845,1.046431958,0.111416651,10.97864301
2013-05-21,0.026369464,15.25625,0,294.8346515,0.381580983,0.759939985,0.11264101,37.35889691,112.0766907,14.94355876,1.344846293,0.12053139,0.972141498,0.11264101,10.96209567
2013-05-22,0.020411988,16.02635417,0,290.0111409,0.371267983,0.779069767,0.113865369,37.34058373,112.0217512,14.93623349,1.343987342,0.112412934,0.897851039,0.113865369,10.94554833
2013-05-23,0.019665695,15.6815625,0,292.1531611,0.360954984,0.79819955,0.115089728,37.32227054,111.9668116,14.92890822,1.343128391,0.104294479,0.823560579,0.115089728,10.92900098
2013-05-24,0.018572412,13.75947917,0,304.630529,0.350641984,0.817329332,0.116314086,37.30395736,111.9118721,14.92158294,1.342269439,0.106231837,0.839772449,0.116314086,10.91245364
2013-05-25,0.016168566,11.81354167,0,318.2633667,0.340328985,0.836459115,0.117538445,37.28564417,111.8569325,14.91425767,1.341410488,0.108169196,0.855984319,0.117538445,10.89590629
2013-05-26,0.014886534,12.67125,0,312.1234905,0.330015985,0.855588897,0.118762804,37.26733099,111.801993,14.9069324,1.340551537,0.110106555,0.872196189,0.118762804,10.87935895
2013-05-27,0.014087654,12.96916667,0,310.0398546,0.319702986,0.87471868,0.119987163,37.2490178,111.7470534,14.89960712,1.339692586,0.112043913,0.888408058,0.119987163,10.86281161
2013-05-28,0.014075575,14.81895833,0,297.6378493,0.309389986,0.893848462,0.121211522,37.23070462,111.6921139,14.89228185,1.338833635,0.113981272,0.904619928,0.121211522,10.84626426
2013-05-29,0.013962662,16.21322917,0,288.8618761,0.299076987,0.912978245,0.12243588,37.21239143,111.6371743,14.88495657,1.337974684,0.115918631,0.920831798,0.12243588,10.82971692
2013-05-30,0.013161986,16.79989583,0,285.3062888,0.288763987,0.932108027,0.123660239,37.19407825,111.5822347,14.8776313,1.337115732,0.11785599,0.937043668,0.123660239,10.81316958
2013-05-31,0.01426218,17.08458333,0,283.6089751,0.278450987,0.951237809,0.124884598,37.17576506,111.5272952,14.87030603,1.336256781,0.117533097,0.932913271,0.124884598,10.79662223
2013-06-01,0.013631637,17.27729167,0,282.4702592,0.268137988,0.970367592,0.126108957,37.15745188,111.4723556,14.86298075,1.33539783,0.117210203,0.928782874,0.126108957,10.78007489
2013-06-02,0.017497306,16.981875,0,284.2192381,0.257824988,0.989497374,0.127333316,37.13913869,111.4174161,14.85565548,1.334538879,0.11688731,0.924652477,0.127333316,10.76352755
2013-06-03,0.0154656,16.80583333,0,285.2707039,0.247511989,1.008627157,0.128557674,37.12082551,111.3624765,14.8483302,1.333679928,0.116564417,0.92052208,0.128557674,10.7469802
2013-06-04,0.013281937,16.43541667,0,287.5059983,0.237198989,1.027756939,0.129782033,37.10251232,111.307537,14.84100493,1.332820976,0.116241524,0.916391683,0.129782033,10.73043286
2013-06-05,0.01226969,16.06635417,0,289.7644575,0.22688599,1.046886722,0.131006392,37.08419914,111.2525974,14.83367966,1.331962025,0.115918631,0.912261286,0.131006392,10.71388552
2013-06-06,0.057704564,15.22885417,0,295.0088827,0.21657299,1.066016504,0.132230751,37.06588596,111.1976579,14.82635438,1.331103074,0.115595738,0.908130889,0.132230751,10.69733817
2013-06-07,0.045895805,15.00135417,0,296.4628638,0.206259991,1.085146287,0.13345511,37.04757277,111.1427183,14.81902911,1.330244123,0.115272845,0.904000493,0.13345511,10.68079083
2013-06-08,0.03320504,15.40239583,0,293.9082956,0.195946991,1.104276069,0.134679468,37.02925959,111.0877788,14.81170383,1.329385172,0.114949952,0.899870096,0.134679468,10.66424349
2013-06-09,0.02450257,16.30197917,0,288.3189192,0.185633992,1.123405851,0.135903827,37.0109464,111.0328392,14.80437856,1.328526221,0.114627058,0.895739699,0.135903827,10.64769614
2013-06-10,0.027570241,16.66102941,0,286.140818,0.175320992,1.142535634,0.137128186,36.99263322,110.9778996,14.79705329,1.327667269,0.114304165,0.891609302,0.137128186,10.6311488
2013-06-11,0.028565626,16.42083333,0,287.5946425,0.165007993,1.161665416,0.138352545,36.97432003,110.9229601,14.78972801,1.326808318,0.113981272,0.887478905,0.138352545,10.61460146
2013-06-12,0.023251552,17.17,0,283.1032361,0.154694993,1.180795199,0.139576904,36.95600685,110.8680205,14.78240274,1.325949367,0.113658379,0.883348508,0.139576904,10.59805411
2013-06-13,0.021882491,17.81703704,0,279.3239996,0.144381994,1.199924981,0.140801263,36.93769366,110.813081,14.77507746,1.325090416,0.113335486,0.879218111,0.140801263,10.58150677
2013-06-14,0.018163967,16.33739583,0,288.1027554,0.134068994,1.219054764,0.142025621,36.91938048,110.7581414,14.76775219,1.324231465,0.114788505,0.891070924,0.142025621,10.56495942
2013-06-15,0.015879162,16.34010417,0,288.0862371,0.123755994,1.238184546,0.14324998,36.90106729,110.7032019,14.76042692,1.323372514,0.116241524,0.902923736,0.14324998,10.54841208
2013-06-16,0.015054686,16.90041667,0,284.7049115,0.113442995,1.257314329,0.144474339,36.88275411,110.6482623,14.75310164,1.322513562,0.117694543,0.914776549,0.144474339,10.53186474
2013-06-17,0.015071841,17.45885417,0,281.4048607,0.103129995,1.276444111,0.145698698,36.86444092,110.5933228,14.74577637,1.321654611,0.119147562,0.926629362,0.145698698,10.51531739
2013-06-18,0.017526552,17.23145833,0,282.7403472,0.092816996,1.295573893,0.146923057,36.84612774,110.5383832,14.7384511,1.32079566,0.120600581,0.938482174,0.146923057,10.49877005
2013-06-19,0.015039845,16.864375,0,284.920274,0.082503996,1.314703676,0.148147415,36.82781455,110.4834437,14.73112582,1.319936709,0.1220536,0.950334987,0.148147415,10.48222271
2013-06-20,0.013673299,17.1284375,0,283.3491197,0.072190997,1.333833458,0.149371774,36.80950137,110.4285041,14.72380055,1.319077758,0.123506619,0.9621878,0.149371774,10.46567536
2013-06-21,0.012807848,17.12760417,0,283.3540536,0.061877997,1.352963241,0.150596133,36.79118818,110.3735646,14.71647527,1.318218807,0.124959638,0.974040612,0.150596133,10.44912802
2013-06-22,0.012512045,16.9171875,0,284.6047987,0.051564998,1.372093023,0.151820492,36.772875,110.318625,14.70915,1.317359855,0.126412657,0.985893425,0.151820492,10.43258068
2013-06-23,0.012205384,17.95208333,0,278.5465749,0.041251998,1.391222806,0.153044851,36.75456181,110.2636854,14.70182473,1.316500904,0.127865676,0.997746238,0.153044851,10.41603333
2013-06-24,0.011717845,18.49854167,0,275.4398663,0.030938999,1.410352588,0.154269209,36.73624863,110.2087459,14.69449945,1.315641953,0.129318696,1.00959905,0.154269209,10.39948599
2013-06-25,0.011516619,18.6259375,0,274.7244826,0.020625999,1.429482371,0.155493568,36.71793544,110.1538063,14.68717418,1.314783002,0.130771715,1.021451863,0.155493568,10.38293865
2013-06-26,0.015542764,18.51552083,0,275.3443288,0.010313,1.448612153,0.156717927,36.69962226,110.0988668,14.6798489,1.313924051,0.132224734,1.033304676,0.156717927,10.3663913
2013-06-27,0.012711224,18.0690625,0,277.8762773,0,1.467741935,0.157942286,36.68130908,110.0439272,14.67252363,1.313065099,0.133677753,1.045157488,0.157942286,10.34984396
2013-06-28,0.011890574,18.80833333,0,273.706007,0.110864745,1.303763441,0.150922629,36.66299589,109.9889877,14.66519836,1.312206148,0.148477021,1.185370558,0.150922629,10.39522715
2013-06-29,0.011280804,18.5846875,0,274.955756,0.22172949,1.139784946,0.143902971,36.64468271,109.9340481,14.65787308,1.311347197,0.163276289,1.325583628,0.143902971,10.44061034
2013-06-30,0.011288755,18.56625,0,275.0592406,0.332594235,0.975806452,0.136883314,36.62636952,109.8791086,14.65054781,1.310488246,0.178075557,1.465796699,0.136883314,10.48599353
2013-07-01,0.010906285,18.653125,0,274.5722422,0.44345898,0.811827957,0.129863657,36.60805634,109.824169,14.64322253,1.309629295,0.192874825,1.606009769,0.129863657,10.53137672
2013-07-02,0.040745278,18.34645833,0,276.2982482,0.554323725,0.647849462,0.122844,36.58974315,109.7692295,14.63589726,1.308770344,0.207674093,1.746222839,0.122844,10.5767599
2013-07-03,0.081647335,17.18854167,0,282.9936667,0.66518847,0.483870968,0.115824343,36.57142997,109.7142899,14.62857199,1.307911392,0.222473361,1.886435909,0.115824343,10.62214309
2013-07-04,0.094675214,17.13041667,0,283.3374023,0.658259424,0.485887097,0.114508157,36.55311678,109.6593503,14.62124671,1.307052441,0.214360672,1.814737887,0.114508157,10.61932545
2013-07-05,0.058442785,17.22822917,0,282.7593936,0.651330377,0.487903226,0.113191971,36.5348036,109.6044108,14.61392144,1.30619349,0.206247982,1.743039866,0.113191971,10.61650781
