time,FLOW,TEMP,SALT,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_dop,OGM_pop,PHS_frp_ads,OGM_pon,OXY_oxy
2013-06-07,0.032711228,22.17428571,0,0.825039963,5.425731433,0.080073066,83.35703873,250.0711162,33.34281549,3.325610307,0.069163707,0.542400296,0.080073066,23.67972137,256.0510889
2013-06-08,0.017258823,22.41457143,0,0.783787965,5.521380345,0.080807681,83.31583407,249.9475022,33.32633363,3.323462929,0.068969971,0.539922057,0.080807681,23.60599806,254.8680265
2013-06-09,0.016234573,22.65485714,0,0.742535967,5.617029257,0.081542296,83.2746294,249.8238882,33.30985176,3.321315552,0.068776235,0.537443819,0.081542296,23.53227474,253.6945638
2013-06-10,0.016835013,22.89514286,0,0.701283968,5.71267817,0.082276912,83.23342474,249.7002742,33.29336989,3.319168174,0.068582499,0.534965581,0.082276912,23.45855142,252.5305772
2013-06-11,0.016100996,23.13542857,0,0.66003197,5.808327082,0.083011527,83.19222007,249.5766602,33.27688803,3.317020796,0.068388763,0.532487343,0.083011527,23.38482811,251.3759447
2013-06-12,0.013844713,23.37571429,0,0.618779972,5.903975994,0.083746142,83.15101541,249.4530462,33.26040616,3.314873418,0.068195027,0.530009105,0.083746142,23.31110479,250.2305458
2013-06-13,0.015059746,23.616,0,0.577527974,5.999624906,0.084480758,83.10981074,249.3294322,33.2439243,3.31272604,0.068001292,0.527530867,0.084480758,23.23738148,249.0942616
2013-06-14,0.014730796,23.52085714,0,0.536275976,6.095273818,0.085215373,83.06860607,249.2058182,33.22744243,3.310578662,0.068873103,0.534642554,0.085215373,23.16365816,249.543099
2013-06-15,0.012246968,23.42571429,0,0.495023978,6.190922731,0.085949988,83.02740141,249.0822042,33.21096056,3.308431284,0.069744914,0.541754242,0.085949988,23.08993485,249.9933543
2013-06-16,0.012432056,23.33057143,0,0.45377198,6.286571643,0.086684603,82.98619674,248.9585902,33.1944787,3.306283906,0.070616726,0.548865929,0.086684603,23.01621153,250.4450348
2013-06-17,0.013179886,23.23542857,0,0.412519981,6.382220555,0.087419219,82.94499208,248.8349762,33.17799683,3.304136528,0.071488537,0.555977617,0.087419219,22.94248822,250.8981477
2013-06-18,0.017139441,23.14028571,0,0.371267983,6.477869467,0.088153834,82.90378741,248.7113622,33.16151496,3.30198915,0.072360349,0.563089305,0.088153834,22.8687649,251.3527005
2013-06-19,0.020224303,23.04514286,0,0.330015985,6.57351838,0.088888449,82.86258275,248.5877482,33.1450331,3.299841772,0.07323216,0.570200992,0.088888449,22.79504158,251.8087006
2013-06-20,0.016079661,22.95,0,0.288763987,6.669167292,0.089623064,82.82137808,248.4641342,33.12855123,3.297694394,0.074103972,0.57731268,0.089623064,22.72131827,252.2661554
2013-06-21,0.012553818,23.5788,0,0.247511989,6.764816204,0.09035768,82.78017341,248.3405202,33.11206937,3.295547016,0.074975783,0.584424367,0.09035768,22.64759495,249.2695847
2013-06-22,0.012559301,24.2076,0,0.206259991,6.860465116,0.091092295,82.73896875,248.2169062,33.0955875,3.293399638,0.075847594,0.591536055,0.091092295,22.57387164,246.3347577
2013-06-23,0.012252448,24.8364,0,0.165007993,6.956114029,0.09182691,82.69776408,248.0932922,33.07910563,3.29125226,0.076719406,0.598647743,0.09182691,22.50014832,243.4596154
2013-06-24,0.012808308,25.4652,0,0.123755994,7.051762941,0.092561526,82.65655942,247.9696782,33.06262377,3.289104882,0.077591217,0.60575943,0.092561526,22.42642501,240.6421671
2013-06-25,0.012808308,26.094,0,0.082503996,7.147411853,0.093296141,82.61535475,247.8460643,33.0461419,3.286957505,0.078463029,0.612871118,0.093296141,22.35270169,237.880488
2013-06-26,0.016761275,25.753,0,0.041251998,7.243060765,0.094030756,82.57415009,247.7224503,33.02966003,3.284810127,0.07933484,0.619982805,0.094030756,22.27897838,239.3713467
2013-06-27,0.01694853,25.412,0,0,7.338709677,0.094765371,82.53294542,247.5988363,33.01317817,3.282662749,0.080206652,0.627094493,0.094765371,22.20525506,240.8783528
2013-06-28,0.012525683,25.18466667,0,0.44345898,6.518817204,0.090553577,82.49174075,247.4752223,32.9966963,3.280515371,0.089086212,0.711222335,0.090553577,22.56236215,241.8921423
2013-06-29,0.014002346,24.95733333,0,0.88691796,5.698924731,0.086341783,82.45053609,247.3516083,32.98021444,3.278367993,0.097965773,0.795350177,0.086341783,22.91946924,242.9133318
2013-06-30,0.016591446,24.73,0,1.33037694,4.879032258,0.082129989,82.40933142,247.2279943,32.96373257,3.276220615,0.106845334,0.879478019,0.082129989,23.27657634,243.9420127
2013-07-01,0.015140453,24.50266667,0,1.77383592,4.059139785,0.077918194,82.36812676,247.1043803,32.9472507,3.274073237,0.115724895,0.963605861,0.077918194,23.63368343,244.9782774
2013-07-02,0.035450311,24.27533333,0,2.2172949,3.239247312,0.0737064,82.32692209,246.9807663,32.93076884,3.271925859,0.124604456,1.047733703,0.0737064,23.99079052,246.0222195
2013-07-03,0.055950016,24.048,0,2.66075388,2.419354839,0.069494606,82.28571743,246.8571523,32.91428697,3.269778481,0.133484017,1.131861545,0.069494606,24.34789761,247.0739338
2013-07-04,0.052439982,23.93075,0,2.633037694,2.429435484,0.068704894,82.24451276,246.7335383,32.8978051,3.267631103,0.128616403,1.088842732,0.068704894,24.34620675,247.619438
2013-07-05,0.03205099,23.8135,0,2.605321508,2.439516129,0.067915183,82.20330809,246.6099243,32.88132324,3.265483725,0.123748789,1.045823919,0.067915183,24.34451589,248.1670484
2013-07-06,0.012901298,23.69625,0,2.577605322,2.449596774,0.067125471,82.16210343,246.4863103,32.86484137,3.263336347,0.118881175,1.002805107,0.067125471,24.34282503,248.7167784
2013-07-07,0.015198975,23.579,0,2.549889135,2.459677419,0.06633576,82.12089876,246.3626963,32.8483595,3.261188969,0.114013562,0.959786294,0.06633576,24.34113417,249.2686415
2013-07-08,0.014874913,23.46175,0,2.522172949,2.469758065,0.065546049,82.0796941,246.2390823,32.83187764,3.259041591,0.109145948,0.916767481,0.065546049,24.33944331,249.8226512
2013-07-09,0.012253598,23.3445,0,2.494456763,2.47983871,0.064756337,82.03848943,246.1154683,32.81539577,3.256894213,0.104278334,0.873748668,0.064756337,24.33775245,250.378821
2013-07-10,0.02985289,23.22725,0,2.466740576,2.489919355,0.063966626,81.99728477,245.9918543,32.79891391,3.254746835,0.09941072,0.830729855,0.063966626,24.33606159,250.9371648
2013-07-11,0.032031185,23.11,0,2.43902439,2.5,0.063176914,81.9560801,245.8682403,32.78243204,3.252599458,0.094543106,0.787711042,0.063176914,24.33437073,251.4976963
2013-07-12,0.014574141,23.2425,0,2.755780805,3.629032258,0.064079442,81.91487543,245.7446263,32.76595017,3.25045208,0.087859219,0.726653526,0.064079442,22.86925565,250.8644209
2013-07-13,0.015716455,23.375,0,3.072537219,4.758064516,0.064981969,81.87367077,245.6210123,32.74946831,3.248304702,0.081175331,0.66559601,0.064981969,21.40414058,250.2339371
2013-07-14,0.016296878,23.5075,0,3.389293633,5.887096774,0.065884496,81.8324661,245.4973983,32.73298644,3.246157324,0.074491443,0.604538494,0.065884496,19.93902551,249.6062248
2013-07-15,0.013073976,23.64,0,3.706050048,7.016129032,0.066787024,81.79126144,245.3737843,32.71650457,3.244009946,0.067807556,0.543480978,0.066787024,18.47391043,248.9812645
2013-07-16,0.013983051,24.67666667,0,4.022806462,8.14516129,0.067689551,81.75005677,245.2501703,32.70002271,3.241862568,0.072554085,0.58529721,0.067689551,17.00879536,244.1844403
2013-07-17,0.013891973,25.71333333,0,4.339562876,9.274193548,0.068592078,81.70885211,245.1265563,32.68354084,3.23971519,0.077300613,0.627113443,0.068592078,15.54368028,239.5458129
2013-07-18,0.012253598,26.75,0,4.65631929,10.40322581,0.069494606,81.66764744,245.0029423,32.66705898,3.237567812,0.082047142,0.668929676,0.069494606,14.07856521,235.0567756
2013-07-19,0.012346668,26.48,0,4.402914159,9.585253456,0.070397133,81.62644277,244.8793283,32.65057711,3.235420434,0.086793671,0.710745909,0.070397133,15.13061629,236.212002
2013-07-20,0.012348416,26.21,0,4.149509028,8.767281106,0.07129966,81.58523811,244.7557143,32.63409524,3.233273056,0.091637068,0.753433953,0.07129966,16.18266737,237.376962
2013-07-21,0.012467713,25.94,0,3.896103896,7.949308756,0.072202188,81.54403344,244.6321003,32.61761338,3.231125678,0.096480465,0.796121997,0.072202188,17.23471845,238.5517985
2013-07-22,0.013892186,25.67,0,3.642698765,7.131336406,0.073104715,81.50282878,244.5084863,32.60113151,3.2289783,0.101323862,0.838810041,0.073104715,18.28676953,239.7366565
2013-07-23,0.013770806,25.61666667,0,3.389293633,6.313364055,0.074007242,81.46162411,244.3848723,32.58464964,3.226830922,0.106167259,0.881498085,0.074007242,19.33882061,239.9719005
2013-07-24,0.012344668,25.56333333,0,3.135888502,5.495391705,0.07490977,81.42041945,244.2612583,32.56816778,3.224683544,0.111010655,0.924186129,0.07490977,20.39087169,240.2075424
2013-07-25,0.012591941,25.51,0,2.88248337,4.677419355,0.075812297,81.37921478,244.1376443,32.55168591,3.222536166,0.115854052,0.966874174,0.075812297,21.44292277,240.4435834
2013-07-26,0.012591941,25.24,0,2.161862528,4.838709677,0.07739172,81.33801011,244.0140303,32.53520405,3.220388788,0.112366807,0.933909539,0.07739172,21.98292689,241.6447062
2013-07-27,0.017511018,24.97,0,1.441241685,5,0.078971143,81.29680545,243.8904163,32.51872218,3.21824141,0.108879561,0.900944905,0.078971143,22.52293101,242.8562364
2013-07-28,0.017511018,24.7,0,0.720620843,5.161290323,0.080550566,81.25560078,243.7668023,32.50224031,3.216094033,0.105392315,0.867980271,0.080550566,23.06293513,244.0783268
2013-07-29,0.012246968,24.43,0,0,5.322580645,0.082129989,81.21439612,243.6431883,32.48575845,3.213946655,0.101905069,0.835015636,0.082129989,23.60293925,245.3111322
2013-07-30,0.012246968,24.05,0,0.51736881,5.053763441,0.082129989,81.17319145,243.5195744,32.46927658,3.211799277,0.119147562,0.990198071,0.082129989,23.33506124,247.064647
2013-07-31,0.012536053,23.67,0,1.03473762,4.784946237,0.082129989,81.13198679,243.3959604,32.45279471,3.209651899,0.136390055,1.145380505,0.082129989,23.06718323,248.8401441
2013-08-01,0.015424353,23.29,0,1.55210643,4.516129032,0.082129989,81.09078212,243.2723464,32.43631285,3.207504521,0.153632548,1.30056294,0.082129989,22.79930522,250.6380785
2013-08-02,0.015135268,23.32571429,0,2.106430155,4.798387097,0.083709411,81.04957745,243.1487324,32.41983098,3.205357143,0.132854375,1.111979965,0.083709411,21.94339703,250.4681319
2013-08-03,0.012249178,23.36142857,0,2.66075388,5.080645161,0.085288834,81.00837279,243.0251184,32.40334912,3.203209765,0.112076203,0.923396991,0.085288834,21.08748884,250.2983872
2013-08-04,0.012249178,23.39714286,0,3.215077605,5.362903226,0.086868257,80.96716812,242.9015044,32.38686725,3.201062387,0.09129803,0.734814016,0.086868257,20.23158065,250.128844
2013-08-05,0.012246968,23.43285714,0,3.76940133,5.64516129,0.08844768,80.92596346,242.7778904,32.37038538,3.198915009,0.070519858,0.546231041,0.08844768,19.37567246,249.959502
2013-08-06,0.016926643,23.46857143,0,3.03030303,5.537634409,0.092659474,80.88475879,242.6542764,32.35390352,3.196767631,0.08685825,0.689064775,0.092659474,20.20297124,249.7903607
2013-08-07,0.017408211,23.50428571,0,2.29120473,5.430107527,0.096871269,80.84355413,242.5306624,32.33742165,3.194620253,0.103196642,0.831898509,0.096871269,21.03027002,249.6214197
2013-08-08,0.020512793,23.54,0,1.55210643,5.322580645,0.101083063,80.80234946,242.4070484,32.32093978,3.192472875,0.119535034,0.974732242,0.101083063,21.8575688,249.4526787
2013-08-09,0.022462778,24.415,0,1.92165558,5.483870968,0.101083063,80.76114479,242.2834344,32.30445792,3.190325497,0.107378108,0.865319908,0.101083063,21.30740293,245.3799387
2013-08-10,0.01468158,25.29,0,2.29120473,5.64516129,0.101083063,80.71994013,242.1598204,32.28797605,3.188178119,0.095221182,0.755907573,0.101083063,20.75723705,241.4214954
2013-08-11,0.014970581,26.165,0,2.66075388,5.806451613,0.101083063,80.67873546,242.0362064,32.27149418,3.186030741,0.083064256,0.646495239,0.101083063,20.20707118,237.5720783
2013-08-12,0.015547391,27.04,0,3.03030303,5.967741935,0.101083063,80.6375308,241.9125924,32.25501232,3.183883363,0.07090733,0.537082904,0.101083063,19.65690531,233.8266578
2013-08-13,0.014640483,26.83375,0,3.39985218,6.129032258,0.101083063,80.59632613,241.7889784,32.23853045,3.181735986,0.080981595,0.627751293,0.101083063,19.10673943,234.7003972
2013-08-14,0.014060613,26.6275,0,3.76940133,6.290322581,0.101083063,80.55512147,241.6653644,32.22204859,3.179588608,0.091055861,0.718419682,0.101083063,18.55657356,235.5797089
2013-08-15,0.012246968,26.42125,0,1.77383592,5,0.094765371,80.5139168,241.5417504,32.20556672,3.17744123,0.101130126,0.815405762,0.094765371,21.82313515,236.4646552
2013-08-16,0.012246968,26.215,0,2.36511456,5,0.093712423,80.47271213,241.4181364,32.18908485,3.175293852,0.098773006,0.795244632,0.093712423,21.21253011,237.3552993
2013-08-17,0.022462225,26.00875,0,2.9563932,5,0.092659474,80.43150747,241.2945224,32.17260299,3.173146474,0.096415886,0.775083503,0.092659474,20.60192506,238.2517051
2013-08-18,0.023480483,25.8025,0,3.54767184,5,0.091606526,80.3903028,241.1709084,32.15612112,3.170999096,0.094058767,0.754922373,0.091606526,19.99132002,239.1539369
2013-08-19,0.015700051,25.59625,0,4.13895048,5,0.090553577,80.34909814,241.0472944,32.13963925,3.168851718,0.091701647,0.734761244,0.090553577,19.38071498,240.0620601
2013-08-20,0.014681793,25.39,0,4.73022912,5,0.089500629,80.30789347,240.9236804,32.12315739,3.16670434,0.089344527,0.714600114,0.089500629,18.77010994,240.9761406
2013-08-21,0.013952706,25.18375,0,5.321507761,5,0.08844768,80.26668881,240.8000664,32.10667552,3.164556962,0.086987407,0.694438984,0.08844768,18.1595049,241.8962451
2013-08-22,0.014103496,24.9775,0,5.115616091,5.103686636,0.090252735,80.22548414,240.6764524,32.09019366,3.162409584,0.086682965,0.689893951,0.090252735,18.24238353,242.8224409
2013-08-23,0.012897898,24.77125,0,4.909724422,5.207373272,0.092057789,80.18427947,240.5528384,32.07371179,3.160262206,0.086378523,0.685348918,0.092057789,18.32526216,243.7547964
2013-08-24,0.012747108,24.565,0,4.703832753,5.311059908,0.093862844,80.14307481,240.4292244,32.05722992,3.158114828,0.086074081,0.680803884,0.093862844,18.40814079,244.6933803
2013-08-25,0.012246968,24.35875,0,4.497941083,5.414746544,0.095667899,80.10187014,240.3056104,32.04074806,3.15596745,0.085769639,0.676258851,0.095667899,18.49101943,245.6382624
2013-08-26,0.012246968,24.1525,0,4.292049414,5.51843318,0.097472954,80.06066548,240.1819964,32.02426619,3.153820072,0.085465197,0.671713817,0.097472954,18.57389806,246.5895132
2013-08-27,0.012246968,23.94625,0,4.086157745,5.622119816,0.099278008,80.01946081,240.0583824,32.00778432,3.151672694,0.085160755,0.667168784,0.099278008,18.65677669,247.5472039
2013-08-28,0.012953318,23.74,0,3.880266075,5.725806452,0.101083063,79.97825615,239.9347684,31.99130246,3.149525316,0.084856313,0.66262375,0.101083063,18.73965532,248.5114065
2013-08-29,0.013934771,23.57761905,0,3.674374406,5.829493088,0.102888118,79.93705148,239.8111544,31.97482059,3.147377939,0.08455187,0.658078717,0.102888118,18.82253395,249.275154
2013-08-30,0.01322842,23.4152381,0,3.468482737,5.933179724,0.104693172,79.89584681,239.6875404,31.95833873,3.145230561,0.084247428,0.653533683,0.104693172,18.90541258,250.0430189
2013-08-31,0.014303798,23.25285714,0,3.262591067,6.036866359,0.106498227,79.85464215,239.5639264,31.94185686,3.143083183,0.083942986,0.64898865,0.106498227,18.98829122,250.8150375
2013-09-01,0.01441842,23.09047619,0,3.056699398,6.140552995,0.108303282,79.81343748,239.4403124,31.92537499,3.140935805,0.083638544,0.644443616,0.108303282,19.07116985,251.5912463
2013-09-02,0.012361591,22.92809524,0,2.850807729,6.244239631,0.110108336,79.77223282,239.3166985,31.90889313,3.138788427,0.083334102,0.639898583,0.110108336,19.15404848,252.3716821
2013-09-03,0.012246968,22.76571429,0,2.64491606,6.347926267,0.111913391,79.73102815,239.1930845,31.89241126,3.136641049,0.08302966,0.635353549,0.111913391,19.23692711,253.1563821
2013-09-04,0.012274768,22.60333333,0,2.43902439,6.451612903,0.113718446,79.68982349,239.0694705,31.87592939,3.134493671,0.082725218,0.630808516,0.113718446,19.31980574,253.9453839
2013-09-05,0.012274768,22.44095238,0,2.312321825,5.829493088,0.110108336,79.64861882,238.9458565,31.85944753,3.132346293,0.089921122,0.69918176,0.110108336,20.04930172,254.7387252
2013-09-06,0.012246968,22.27857143,0,2.185619259,5.207373272,0.106498227,79.60741415,238.8222425,31.84296566,3.130198915,0.097117026,0.767555004,0.106498227,20.7787977,255.5364443
2013-09-07,0.012246968,22.11619048,0,2.058916693,4.585253456,0.102888118,79.56620949,238.6986285,31.8264838,3.128051537,0.10431293,0.835928248,0.102888118,21.50829368,256.3385797
2013-09-08,0.012246968,21.95380952,0,1.932214127,3.963133641,0.099278008,79.52500482,238.5750145,31.81000193,3.125904159,0.111508833,0.904301493,0.099278008,22.23778966,257.1451702
2013-09-09,0.012246968,21.79142857,0,1.805511562,3.341013825,0.095667899,79.48380016,238.4514005,31.79352006,3.123756781,0.118704737,0.972674737,0.095667899,22.96728564,257.9562549
2013-09-10,0.012402731,21.62904762,0,1.678808996,2.718894009,0.092057789,79.44259549,238.3277865,31.7770382,3.121609403,0.125900641,1.041047981,0.092057789,23.69678162,258.7718735
2013-09-11,0.012815746,21.46666667,0,1.55210643,2.096774194,0.08844768,79.40139083,238.2041725,31.76055633,3.119462025,0.133096545,1.109421225,0.08844768,24.4262776,259.5920659
2013-09-12,0.012713023,21.30428571,0,1.55210643,2.004608295,0.084837571,79.36018616,238.0805585,31.74407446,3.117314647,0.125374787,1.043535509,0.084837571,24.4991171,260.4168722
2013-09-13,0.012299968,21.14190476,0,1.55210643,1.912442396,0.081227461,79.31898149,237.9569445,31.7275926,3.115167269,0.117653028,0.977649793,0.081227461,24.5719566,261.246333
2013-09-14,0.012246968,20.97952381,0,1.55210643,1.820276498,0.077617352,79.27777683,237.8333305,31.71111073,3.113019892,0.10993127,0.911764077,0.077617352,24.6447961,262.0804894
2013-09-15,0.012246968,20.81714286,0,1.55210643,1.728110599,0.074007242,79.23657216,237.7097165,31.69462886,3.110872514,0.102209512,0.845878361,0.074007242,24.71763559,262.9193826
2013-09-16,0.012250748,20.6547619,0,1.55210643,1.6359447,0.070397133,79.1953675,237.5861025,31.678147,3.108725136,0.094487753,0.779992645,0.070397133,24.79047509,263.7630543
2013-09-17,0.012250748,20.49238095,0,1.55210643,1.543778802,0.066787024,79.15416283,237.4624885,31.66166513,3.106577758,0.086765995,0.714106929,0.066787024,24.86331459,264.6115466
2013-09-18,0.012246968,20.33,0,1.55210643,1.451612903,0.063176914,79.11295817,237.3388745,31.64518327,3.10443038,0.079044236,0.648221213,0.063176914,24.93615408,265.4649019
2013-09-19,0.012246968,20.21142857,0,1.662971175,1.491935484,0.063176914,79.0717535,237.2152605,31.6287014,3.102283002,0.080677153,0.662917463,0.063176914,24.76564036,266.091123
2013-09-20,0.018195991,20.09285714,0,1.77383592,1.532258065,0.063176914,79.03054883,237.0916465,31.61221953,3.100135624,0.08231007,0.677613713,0.063176914,24.59512663,266.7199766
2013-09-21,0.022812298,19.97428571,0,1.884700665,1.572580645,0.063176914,78.98934417,236.9680325,31.59573767,3.097988246,0.083942986,0.692309962,0.063176914,24.4246129,267.3514798
2013-09-22,0.016867653,19.85571429,0,1.99556541,1.612903226,0.063176914,78.9481395,236.8444185,31.5792558,3.095840868,0.085575903,0.707006212,0.063176914,24.25409918,267.9856494
2013-09-23,0.012251348,19.73714286,0,2.106430155,1.653225806,0.063176914,78.90693484,236.7208045,31.56277393,3.09369349,0.08720882,0.721702462,0.063176914,24.08358545,268.6225025
2013-09-24,0.012246968,19.61857143,0,2.2172949,1.693548387,0.063176914,78.86573017,236.5971905,31.54629207,3.091546112,0.088841736,0.736398712,0.063176914,23.91307172,269.2620566
2013-09-25,0.012343668,19.5,0,2.328159645,1.733870968,0.063176914,78.82452551,236.4735765,31.5298102,3.089398734,0.090474653,0.751094962,0.063176914,23.74255799,269.9043288
2013-09-26,0.012343668,19.40809524,0,2.43902439,1.774193548,0.063176914,78.78332084,236.3499625,31.51332834,3.087251356,0.090332166,0.749812578,0.063176914,23.57204427,270.4040352
2013-09-27,0.012247011,19.31619048,0,2.549889135,1.814516129,0.063176914,78.74211617,236.2263485,31.49684647,3.085103978,0.090189679,0.748530194,0.063176914,23.40153054,270.9053934
2013-09-28,0.012246968,19.22428571,0,2.66075388,1.85483871,0.063176914,78.70091151,236.1027345,31.4803646,3.0829566,0.090047192,0.74724781,0.063176914,23.23101681,271.4084115
2013-09-29,0.012246968,19.13238095,0,2.842168918,1.825513196,0.063176914,78.65970684,235.9791205,31.46388274,3.080809222,0.089904704,0.745965426,0.063176914,23.05960089,271.9130977
2013-09-30,0.012246968,19.04047619,0,3.023583955,1.796187683,0.063176914,78.61850218,235.8555065,31.44740087,3.078661844,0.089762217,0.744683042,0.063176914,22.88818496,272.4194605
2013-10-01,0.012246968,18.94857143,0,3.204998992,1.76686217,0.063176914,78.57729751,235.7318925,31.430919,3.076514467,0.08961973,0.743400658,0.063176914,22.71676904,272.927508
2013-10-02,0.012246968,18.85666667,0,3.386414029,1.737536657,0.063176914,78.53609285,235.6082785,31.41443714,3.074367089,0.089477243,0.742118274,0.063176914,22.54535311,273.4372487
2013-10-03,0.012246968,18.7647619,0,3.567829067,1.708211144,0.063176914,78.49488818,235.4846645,31.39795527,3.072219711,0.089334756,0.74083589,0.063176914,22.37393719,273.9486911
2013-10-04,0.012246968,18.67285714,0,3.749244104,1.67888563,0.063176914,78.45368351,235.3610505,31.38147341,3.070072333,0.089192269,0.739553506,0.063176914,22.20252126,274.4618435
2013-10-05,0.012246968,18.58095238,0,3.930659141,1.649560117,0.063176914,78.41247885,235.2374365,31.36499154,3.067924955,0.089049782,0.738271122,0.063176914,22.03110533,274.9767145
2013-10-06,0.012246968,18.48904762,0,4.112074179,1.620234604,0.063176914,78.37127418,235.1138225,31.34850967,3.065777577,0.088907295,0.736988738,0.063176914,21.85968941,275.4933127
2013-10-07,0.030362975,18.39714286,0,4.293489216,1.590909091,0.063176914,78.33006952,234.9902086,31.33202781,3.063630199,0.088764808,0.735706354,0.063176914,21.68827348,276.0116467
2013-10-08,0.03041865,18.3052381,0,4.474904253,1.561583578,0.063176914,78.28886485,234.8665946,31.31554594,3.061482821,0.088622321,0.73442397,0.063176914,21.51685756,276.5317251
2013-10-09,0.012400223,18.21333333,0,4.65631929,1.532258065,0.063176914,78.24766019,234.7429806,31.29906407,3.059335443,0.088479833,0.733141586,0.063176914,21.34544163,277.0535565
2013-10-10,0.013959335,18.12142857,0,4.244535952,1.359447005,0.062274387,78.20645552,234.6193666,31.28258221,3.057188065,0.088337346,0.73276173,0.062274387,21.91070963,277.5771498
2013-10-11,0.013861755,18.02952381,0,3.832752613,1.186635945,0.06137186,78.16525085,234.4957526,31.26610034,3.055040687,0.088194859,0.732381873,0.06137186,22.47597763,278.1025136
