"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
0.279024090812534,0.277095063605196,0.276131850221813,0.262891874026451,0.252455151047457,0.251388190032746,0.251157006172618,0.243398336280017,0.234811974920849,0.231020312587052,0.228198367876008,0.220142248975579,0.210656673985752,0.229676459753647,0.2030477885527,0.17687137869536,0.164599054378229,0.155485733521443,0.147266554200958,0.13977067214782,0.132265237941863,0.124557180944143,0.116812501653222,0.109442974084495,0.101735711255714,0.0935298128689869,0.0861585187157088,0.0779114475973121,0.0709406986171717
0.277095063605196,0.277837612343895,0.283783998352866,0.265634003202831,0.251409505937604,0.257341020591617,0.265795962078255,0.258494258852122,0.248702096129624,0.249151761448373,0.251778261506689,0.243575311123966,0.233019965348498,0.27866297589476,0.235494162637117,0.186153436227333,0.167957606424293,0.157057067203332,0.148296267101451,0.140870728224626,0.133451475582247,0.125834988012043,0.117928293903097,0.11074026044438,0.103145828471,0.0942898429890612,0.0870160725605399,0.0783317882984917,0.0705414210002735
0.276131850221813,0.283783998352866,0.312038120149895,0.284703808142713,0.252643271403291,0.277350673745909,0.316028934711508,0.314241200652901,0.298745839104093,0.310345876268535,0.331826599429348,0.326020803894677,0.307742412512674,0.430650492290219,0.364395723114272,0.225493944988918,0.18354321981649,0.166010360978271,0.154779153507588,0.147313003725446,0.14005958499523,0.132583460952344,0.124095725865982,0.11708688482594,0.109949443087889,0.0990472861298898,0.0914138036006634,0.081757468123708,0.0710394355442612
0.262891874026451,0.265634003202831,0.284703808142713,0.279648351123486,0.241121824585421,0.250966998632777,0.285351063697601,0.29349496997008,0.276951770014822,0.279483023909955,0.298130688148846,0.299776698179239,0.281563353388358,0.345390782184426,0.369552560552635,0.221321802778888,0.175372326678488,0.15853063443246,0.147006416508812,0.139606163341548,0.132793376468385,0.12558499252235,0.118008769346862,0.110598444362798,0.10417033482378,0.0950469097585733,0.0862838124561271,0.0787955771383483,0.0688566973498296
0.252455151047457,0.251409505937604,0.252643271403291,0.241121824585421,0.228965220025512,0.229478819945068,0.232932883610808,0.227400324206377,0.218886715653852,0.216330664395951,0.216034365448156,0.209599955658166,0.200652330065432,0.222978824479969,0.202500167472386,0.166118010788377,0.151483750171745,0.142387127134733,0.134593718731083,0.127806817341579,0.121069453356065,0.114125452664142,0.107112569575772,0.100434219944125,0.0935559683858772,0.0860002331169111,0.0791787963479251,0.0717318440858563,0.0650788089294203
0.251388190032746,0.257341020591617,0.277350673745909,0.250966998632777,0.229478819945068,0.249138904775318,0.275215149439767,0.269779819341644,0.258076037462701,0.267084050967783,0.280987011974985,0.273401253239748,0.26064526061001,0.357959844403936,0.286259647795288,0.191629436776455,0.162255701498429,0.148467402125126,0.139248285685242,0.132565941779008,0.125932920042418,0.119132719196743,0.111535231174215,0.105292843789247,0.0985839500359002,0.0891028104291851,0.0825981560261339,0.0737681676708457,0.0649157854096637
0.251157006172618,0.265795962078255,0.316028934711508,0.285351063697601,0.232932883610808,0.275215149439767,0.346507776315727,0.354155897165377,0.332982453884574,0.355259666923931,0.397191008010956,0.396574043276323,0.372908714622746,0.562428637622896,0.496057247034454,0.25591565221055,0.187066400672087,0.162959451718408,0.149509917274391,0.142587959261019,0.136217782904025,0.129538693332762,0.121259590062041,0.114904006465753,0.108997508503762,0.0969441241581053,0.0891097904188867,0.0795171709189421,0.0662506438477496
0.243398336280017,0.258494258852122,0.314241200652901,0.29349496997008,0.227400324206377,0.269779819341644,0.354155897165377,0.371305334180777,0.346444947852153,0.368615272455919,0.418576394447542,0.42413010371717,0.396946409754634,0.587374045272259,0.568883297567503,0.274931014922914,0.190746532514728,0.163535665546813,0.148536958587289,0.141593985003108,0.135563612716809,0.129088203803201,0.121071086106807,0.114499021678348,0.109249396228697,0.0972629434699106,0.0884286313906698,0.0797085006868464,0.0653724645310466
0.234811974920849,0.248702096129624,0.298745839104093,0.276951770014822,0.218886715653852,0.258076037462701,0.332982453884574,0.346444947852153,0.324179196635321,0.34465246300112,0.388851177996752,0.392327428093756,0.368395051072016,0.543912086487457,0.515049374041683,0.255047567924598,0.180402659019358,0.155714524179548,0.141987405587024,0.135372641729498,0.12952029762869,0.123275925848617,0.115604446976136,0.109380422143477,0.104154768239672,0.0928529218608284,0.0847044002155283,0.0762095576290301,0.0630186727633128
0.231020312587052,0.249151761448373,0.310345876268535,0.279483023909955,0.216330664395951,0.267084050967783,0.355259666923931,0.368615272455919,0.34465246300112,0.372158952894037,0.424721589627409,0.427430572430721,0.40152363517163,0.621861372619211,0.561108303483499,0.26781956820021,0.184859758097281,0.157540981319317,0.143100324427165,0.136643121140769,0.130938719463659,0.124871413288837,0.116938610680037,0.111075906445191,0.106028384564034,0.0936690046841724,0.0858296697701655,0.0765782041409091,0.0621805371997669
