"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
28.5616656372048,28.1590671403351,28.5024614739291,26.9775000240915,25.667854384455,26.2274647802146,25.5693568944488,22.9599639062662,21.151442187036,18.6798593681635,16.603649559877,14.5975777469264,13.3464966647645,12.2568812329275,11.8389513520945,11.2724101312625,10.9330843326184,11.1686764802034,11.1696378484061,11.1807115109619,11.2072495002744,11.2196185030696,11.1949879987622,11.1841834584868,11.1899839227192,11.1494429797837,11.1049291377166,11.1734834988059,11.173483498806,9.25453740172088,19.8632209119387,0.916868234751746,1.31723844422959
29.0725011937535,28.608241846484,27.0124598863331,26.320541822996,26.0131163637239,26.2169837429282,25.8293990836275,23.749822486433,20.2689935730655,18.1677173879482,16.5450628186108,15.861626772078,13.1473626171156,12.6219350618539,12.0027348111789,11.459222841585,11.3019561707261,11.585105617752,11.4646050718758,11.4634837828098,11.4236948275241,11.4714181596854,11.4472308288598,11.469090420713,11.4593281577575,11.5004515217353,11.319291462043,11.4147079429037,11.4147079429037,7.20790834748186,16.2473007233348,0.533455625991337,1.28215613635257
29.2612374410059,28.9288662737891,27.6851008315099,26.2678237108491,26.6598560056157,25.5874838899896,25.1534934138336,23.2624124040005,20.7610493634504,18.8524411441186,16.4533019119727,15.0497772038852,12.9626206860401,12.1403878366201,11.7088326909275,11.0000591222569,11.3216096538512,11.2084001600967,11.2956584532879,11.2913597982638,11.2321044424992,11.2881915962975,11.2814422508824,11.2705302463412,11.2909734595498,11.2692001976956,11.2640464271231,11.2848004433729,11.2848004433729,7.79252394102514,11.7530846653972,0.596940325922333,0.696959249209613
29.5311655990941,28.7376097526656,26.8843001647681,25.9523316382701,25.723636625621,25.2552348225366,24.7421614360683,22.2414702178415,20.0899007223845,18.0926238889192,16.8995781699072,15.7998195072073,14.0338546868499,13.2731268596347,12.1050229221086,11.4981359397028,11.435242737999,11.1890110497602,11.3514020565876,11.2960382061392,11.373097986316,11.3110302389268,11.3010150397579,11.2998398754286,11.2813717190155,11.2790252265006,11.3161239515144,11.2589937463282,11.2589937463282,9.42863892531022,7.33991119312122,0.625600945553742,0.798757697921246
28.5452024253699,28.0140367037528,27.2948045731493,26.4146377331161,26.3426670728273,25.8599758616787,25.7299508277255,23.2969933864047,20.5420532280004,18.353511310236,16.6144267122761,15.0704984257812,13.6610383407122,12.3662342033976,11.9781032282137,11.1769076417808,11.3309252050512,11.3154522974467,11.3423668175586,11.3657606702716,11.3696036255235,11.3978830871999,11.4297935729512,11.3943848635407,11.4038463075348,11.3407161315476,11.4443017769803,11.4665000863005,11.4665000863005,15.4198929318227,11.6982703993563,0.716312860371545,1.03696504049003
29.7317049330004,28.4066555093419,28.2345151001169,27.0277462568015,25.8470845475233,25.5970918517219,24.897961940161,23.1446848772831,20.9614931111082,19.3709804358321,16.6586017081028,14.5872825101666,12.771718780752,12.5174653479951,11.8209151112559,11.3527229452557,11.2182284587401,11.2187592934242,11.2301382515215,11.2179551518444,11.1890271273918,11.2278030816385,11.2199174877274,11.176001646395,11.1850653145316,11.1326074057905,11.0774161515988,11.038566103769,11.038566103769,8.32900678738952,7.62696035671979,0.536255845567212,0.599935357226059
30.4670299458516,28.62510488277,28.1013131326795,25.5763430527526,25.6717999949639,25.4199803955999,25.7611088899979,23.9393243243796,21.329843840622,18.8425478887511,16.9687560673066,15.9135386706086,14.0342895802582,13.7807399850019,12.7136182299042,11.9667189196826,11.8328588627479,11.5820888080066,11.3770980652673,11.359370046544,11.2822465051001,11.3020393566093,11.3025597644742,11.3014976272347,11.2759805598678,11.253644192107,11.1616334738654,11.0714976369521,11.0714976369521,15.040801045252,7.40352992201224,0.833424269338138,1.29394769039936
27.3900082413921,27.033524975602,26.8029665972574,26.0745498293185,25.8090419659257,26.0128359234328,25.6138156518173,23.3820177964331,20.6695639336957,18.3498878744882,17.2724923828017,15.8077172920601,14.6059578524282,13.6769557543171,12.1719929364852,11.2500031226091,11.1400835693044,11.2180131762653,11.2728662044015,11.2989186277544,11.3036407907229,11.360256582966,11.3596542557763,11.3712780799328,11.3813865471948,11.3154868793089,11.3094201632292,11.2833493106212,11.2833493106212,15.042071074713,8.05794721818529,0.529880057671107,0.523004300659522
28.6166224234318,27.5984678264965,27.9315617445671,26.3138158912443,26.4375278938085,25.8272515722418,25.3566557053388,22.7248310052665,20.0968933671596,17.7809621417542,16.5497325820926,14.9836719862387,13.6125493889116,13.0380358566392,11.8655335697976,11.2405414813104,11.264507235859,11.4124282417469,11.3518618251237,11.3770945701926,11.301248969156,11.3311145472699,11.3133339938682,11.3081975714264,11.2815605500498,11.3002974714373,11.2893059640834,11.3031979147825,11.3031979147825,14.4234436075203,12.6859233598225,0.906738467514515,1.032281040214
30.213702525534,30.4230351276159,28.9774990390062,26.973588357923,26.7615250446761,26.1562911254697,24.9339491782526,23.3420355773697,20.9793788972218,18.9216581656299,17.2476016811158,16.2299185896415,13.8209687864085,13.4775316112986,12.4679314580989,11.6285481279394,11.603059595233,11.327185514452,11.2230513875274,11.1817582022004,11.1789848207128,11.1967516367168,11.2112397587932,11.2215777767459,11.2062923652157,11.1314396871602,11.2035101407227,11.158253280901,11.158253280901,10.7741589669604,16.786606014939,0.829769051866606,0.746688468148932
